panel,measure_category,general_domain,domain_name,scale_type,scale_length,time_frame,survey_item,response_options,original_varcode,varcode,info_source,comment,reverse_coding,behav_type,behav_paid,dependencies
BBRS,Propensity,Domain_specific,Recreation,Ordinal,11,NA,"Wie würden Sie Ihre Risikobereitschaft im Vergleich zu der Bevölkerung in Bezug auf die folgenden Bereiche einschätzen? bei Freizeit und Sport?


[AB:  How do you evaluate your attitude towards risk in comparison to the population regarding the following areas? How is it in leisure time and sports?]","0  ""gar nicht risikobereit"" 
 10 ""sehr risikobereit""

[Official: 0 ""risk averse/not at all willing to take risks"" ; 10 ""fully prepared to take risks""",SOEPrec_COMP,RISK_REC_COMP_ORD11A,"BBRS codebook : https://osf.io/7ren6/
Questionnaire: https://osf.io/j693v/","data from:
main-quest_proc.csv: https://osf.io/6nzw4/
retest_basel-quest_proc.csv: https://osf.io/yn39k/
retest_berlin-quest_proc.csv: https://osf.io/cwq3x/
variable not listed in the MAIN codebook
Modified version of SOEP item
",N,NA,NA,NA
BBRS,Propensity,Domain_specific,Recreation,Ordinal,11,NA,"Man kann sich in verschiedenen Bereichen unterschiedlich verhalten. Wie würden Sie Ihre Risikobereitschaft in Bezug auf die folgenden Bereiche einschätzen? bei Freizeit und Sport?

[Official: One can evaluate different areas in a different way. How do you evaluate your attitude towards risk regarding the following areas? How is it in leisure time and sports?]","0  ""gar nicht risikobereit"" 
 10 ""sehr risikobereit""

[Official: 0 ""risk averse/not at all willing to take risks"" ; 10 ""fully prepared to take risks""",SOEPrec,RISK_REC_ORD11A,"BBRS codebook : https://osf.io/7ren6/
Questionnaire: https://osf.io/j693v/","data from:
main-quest_proc.csv: https://osf.io/6nzw4/
retest_basel-quest_proc.csv: https://osf.io/yn39k/
retest_berlin-quest_proc.csv: https://osf.io/cwq3x/
used SOEP website translation (for scale used also the Dohmen et al., 2011 paper)",N,NA,NA,NA
BBRS,Propensity,Domain_specific,Social,Ordinal,11,NA,"Wie würden Sie Ihre Risikobereitschaft im Vergleich zu der Bevölkerung in Bezug auf die folgenden Bereiche einschätzen? beim Vertrauen in fremde Menschen?

[AB:  How do you evaluate your attitude towards risk in comparison to the population regarding the following areas?  How is it about your confidence regarding foreign people/trusting other people?]","0  ""gar nicht risikobereit"" 
 10 ""sehr risikobereit""

[Official: 0 ""risk averse/not at all willing to take risks"" ; 10 ""fully prepared to take risks""",SOEPsoc_COMP,RISK_SOC_COMP_ORD11A,"BBRS codebook : https://osf.io/7ren6/
Questionnaire: https://osf.io/j693v/","data from:
main-quest_proc.csv: https://osf.io/6nzw4/
retest_basel-quest_proc.csv: https://osf.io/yn39k/
retest_berlin-quest_proc.csv: https://osf.io/cwq3x/
variable not listed in the MAIN codebook
Modified version of SOEP item
",N,NA,NA,NA
BBRS,Propensity,Domain_specific,Social,Ordinal,11,NA,"Man kann sich in verschiedenen Bereichen unterschiedlich verhalten. Wie würden Sie Ihre Risikobereitschaft in Bezug auf die folgenden Bereiche einschätzen? beim Vertrauen in fremde Menschen?

[Official: One can evaluate different areas in a different way. How do you evaluate your attitude towards risk regarding the following areas? How is it about your confidence regarding foreign people/trusting other people?]","0  ""gar nicht risikobereit"" 
 10 ""sehr risikobereit""

[Official: 0 ""risk averse/not at all willing to take risks"" ; 10 ""fully prepared to take risks""",SOEPsoc,RISK_SOC_ORD11A,"BBRS codebook : https://osf.io/7ren6/
Questionnaire: https://osf.io/j693v/","data from:
main-quest_proc.csv: https://osf.io/6nzw4/
retest_basel-quest_proc.csv: https://osf.io/yn39k/
retest_berlin-quest_proc.csv: https://osf.io/cwq3x/
used SOEP website translation (for scale used also the Dohmen et al., 2011 paper)",N,NA,NA,NA
BES05,Propensity,General,General,Ordinal,4,NA,"Generally speaking, how willing are you to take risks? Are you:","1) Very willing
2) Somewhat willing
3) Somewhat unwilling
4) Very unwilling","pre_q140 (2005)
aaq130 (2010)",RISK_GEN_ORD4A,"2005-06 British Election Study -- Pre-Election (Internet) Questionnaire (6607pre05internet.pdf)
British Election Study Pre-Campaign Questionnaire 2010 (6607bes_precampaign_quest_2010.pdf)
","asked in:
2005 Pre-Election Wave
2010 Pre-Campaign Wave

Variable Names are: (a) 2005 pre-campaign wave = pre_qxx; (b) 2005 campaign wave = cam_qxx; (c) 2005 post-election wave = post_qxx; (d) 2006 wave = oyo_qxx; (e) 2008 wave = y08_qxx; (f) 2009 wave = y09_qx; (g) 2010 pre-campaign wave = aaqxx; (h) 2010 campaign wave = bbqxx; (i) 2010 post-election wave = ccqxx
Information from: User Guide Nine-Wave Panel Survey (6607memobes200506080910.pdf)Documentation from: Stewart, M., Sanders, D., Whiteley, P. F., Clarke, H. (2014). British Election Study Nine-Wave Panel Survey, 2005-2010. [data collection]. 2nd Edition. UK Data Service. SN: 6607, http://doi.org/10.5255/UKDA-SN-6607-2


Needs reverse coding (higher value = more risk taking)",Y,NA,NA,NA
BES14,Propensity,General,General,Ordinal,4,NA,"Generally speaking, how willing are you to take risks?","


1) Very unwilling to take risks
2) Somewhat unwilling to take risks
3) Somewhat willing to take risks
4) Very willing to take risks","riskTakingW1_W5
riskTakingW7
riskTakingW8",RISK_GEN_ORD4A,"British Election Study 2014-2023, Combined Waves 1-20 Internet Panel Codebook","asked in W1 and W7 + top up in W8 (new respondents)
Documentation can be downloaded from: https://www.britishelectionstudy.com/data-object/british-election-study-combined-wave-1-20-internet-panel/
Varcodes based on British Election Study Combined Wave 1-20 Internet Panel dataset",N,NA,NA,NA
CMC,Propensity,Domain_specific,Ethical,Ordinal,4,NA,"
EN (non-official translation):  To what extent do you agree with the following statements?
If someone attacks me physically, I also strike back.


[DE: Inwieweit stimmst du den folgenden Aussagen zu?
Wenn mich jemand körperlich angreift, dann schlage ich auch zurück.]","EN (non-official translation)
1) Strongly Agree
2) Somwhat Agree
3) Somewhat Disagree
4) Strongly Disagree


[DE:
1) stimmt voellig
2) stimmt eher
3) stimmt eher nicht
4) stimmt gar nicht]","ag0005 (2000)
bg0005 (2001)
cg0005 (2002)
dg0005 (2003)",FIGHT_BACK_ORD4A,"Codebook:
https://search.gesis.org/research_data/ZA7480","asked in waves 2000, 2001, 2002, 2003",Y,NA,NA,NA
CMC,Propensity,Domain_specific,Ethical,Ordinal,4,NA,"
EN (non-official translation): Teenagers can do different things when having an argument with other teenagers. Please indicate how you would most likely behave in such a situation.)

I threaten to beat the other person

[DE: Jugendliche können verschiedene Dinge tun, wenn sie mit anderen Jugendlichen Streit haben. Kreuze
bei der folgenden Liste bitte an, wie du dich am ehesten verhalten würdest. 
Ich drohe mit Schlägen.]","EN (non-official translation)
2000:
1) Applies perfectly
2) Applies
3) Does not really apply
4) Does not apply at all

2001
1) Applies completly
2) Somewhat applies
3) Does not really apply
4) Does not apply at all


[DE:
2000:
1) trifft voll u. ganz zu
2) trifft zu
3) trifft eher nicht zu
4) trifft überheb. nicht zu

2001
1) trifft völlig zu 
2) trifft eher zu 
3) trifft eher nicht zu
4) trifft gar nicht zu]","ag0027 (2000)
bg0027 (2001)",FIGHT_THREATEN_ORD4A,"Codebook:
https://search.gesis.org/research_data/ZA7480","asked in waves 2000, 2001",Y,NA,NA,NA
CMC,Propensity,Domain_specific,Ethical,Ordinal,4,NA,"EN (non-official translation): As a teenager you can have some problems. To what extent do the following problems apply to you?
Problems with the police, prosecutor, or court over a crime

[DE: Als Jugendlicher kann man manche Probleme haben. Inwieweit treffen die folgenden Probleme auf dich zu?
Probleme mit der Polizei, Staatsanwaltschaft oder Gericht wegen einer Straftat]","EN (non-official translation)
1) Applies completly
2) Somewhat applies
3) Does not really apply
4) Does not apply at all


[DE:
1) trifft völlig zu 
2) trifft eher zu 
3) trifft eher nicht zu
4) trifft gar nicht zu]","cb0011 (2002)
db0011 (2003)",PRBML_POLICE_ORD4A,"Codebook:
https://search.gesis.org/research_data/ZA7480","asked in waves 2002, 2003",Y,NA,NA,NA
CMC,Propensity,Domain_specific,Occupation,Ordinal,4,NA,"EN (non-official translation): As a teenager you can have some problems. To what extent do the following problems apply to you?
Problems with one or more teachers

[DE: Als Jugendlicher kann man manche Probleme haben. Inwieweit treffen die folgenden Probleme auf dich zu?
Probleme mit einem oder mehreren Lehrern/innen]","EN (non-official translation)
1) Applies completly
2) Somewhat applies
3) Does not really apply
4) Does not apply at all


[DE:
1) trifft völlig zu 
2) trifft eher zu 
3) trifft eher nicht zu
4) trifft gar nicht zu]","cb0002 (2002)
db0002 (2003)",PRBML_TEACHER_ORD4A,"Codebook:
https://search.gesis.org/research_data/ZA7480","asked in waves 2002, 2003",Y,NA,NA,NA
CMC,Propensity,Domain_specific,Ethical,Ordinal,6,365,"EN (non-official translation): 
How likely do you think it is that you will actually take something with you to a supermarket, shop or department store in the next 12 months without paying for it?


[DE: Für wie wahrscheinlich hältst du es, dass du in den nächsten 12 Monaten tatsächlich in einem Supermarkt, einem Laden oder Kaufhaus etwas mitnimmst, ohne dafür zu bezahlen?]","EN (non-official translation)
1) Very likely
....
6) Very unlikely

[DE:
1) sehr wahrscheinlich
...
6) sehr unwahrscheinlich]","bf0029 (2001)
cf0029 (2002)
df0029 (2003)",SHOPLIFT_ORD6A,"Codebook:
https://search.gesis.org/research_data/ZA7480","asked in waves 2001, 2002, 2003",Y,NA,NA,NA
DHS,Propensity,General,General,Ordinal,11,NA,Are you generally a person who is willing to take risks or do you try to avoid taking risks?,"0) 'not at all willing to take risks'
10) 'very willing to take risks’",pref3,RISK_GEN_ORD11A,DNB Household Survey codebooks available at https://www.dhsdata.nl/site/,asked in waves 2021-2022,N,NA,NA,NA
DHS,Propensity,Domain_specific,Investment,Ordinal,7,NA,"The following statements concern saving and taking risks. Please indicate for each statement to what extent you agree or disagree. To what extent do you agree with the following statements?
I think it is more important to have safe investmentsand guaranteed returns, than to take a risk to have a chance to get the highest possible returns","1) Totally disagree
.....
7) Totally agree",spaar1,RISK_FIN_DHS_ORD7A,DNB Household Survey codebooks. Available at https://www.dhsdata.nl/site/,asked in waves: 1993-2021 (asked in every wave/year),Y,NA,NA,NA
DHS,Propensity,Domain_specific,Investment,Ordinal,7,NA,"The following statements concern saving and taking risks. Please indicate for each statement to what extent you agree or disagree. To what extent do you agree with the following statements?
I would never consider investments in shares because I find this too risky","1) Totally disagree
.....
7) Totally agree",spaar2,RISK_FIN_DHS_ORD7B,DNB Household Survey codebooks. Available at https://www.dhsdata.nl/site/,asked in waves: 1993-2021 (asked in every wave/year),Y,NA,NA,NA
DHS,Propensity,Domain_specific,Investment,Ordinal,7,NA,"The following statements concern saving and taking risks. Please indicate for each statement to what extent you agree or disagree. To what extent do you agree with the following statements?
I want to be certain that my investments are safe","1) Totally disagree
.....
7) Totally agree",spaar4,RISK_FIN_DHS_ORD7C,DNB Household Survey codebooks. Available at https://www.dhsdata.nl/site/,asked in waves: 1993-2021 (asked in every wave/year),Y,NA,NA,NA
DHS,Propensity,Domain_specific,Investment,Ordinal,7,NA,"The following statements concern saving and taking risks. Please indicate for each statement to what extent you agree or disagree. To what extent do you agree with the following statements?
I get more and more convinced that I should take greater financial risks to improve my financial position","1) Totally disagree
.....
7) Totally agree",spaar5,RISK_FIN_DHS_ORD7D,DNB Household Survey codebooks. Available at https://www.dhsdata.nl/site/,asked in waves: 1993-2021 (asked in every wave/year),N,NA,NA,NA
DHS,Propensity,Domain_specific,Investment,Ordinal,7,NA,"The following statements concern saving and taking risks. Please indicate for each statement to what extent you agree or disagree. To what extent do you agree with the following statements?
I am prepared to take the risk to lose money, when there is also a chance to gain money","1) Totally disagree
.....
7) Totally agree",spaar6,RISK_FIN_DHS_ORD7E,DNB Household Survey codebooks. Available at https://www.dhsdata.nl/site/,asked in waves: 1993-2021 (asked in every wave/year),N,NA,NA,NA
ENKAVI,Propensity,Domain_specific,Ethical,Composite,NA,NA,"For each of the following statements, please indicate the likelihood that you would engage in the described activity or behavior if you were to find yourself in that situation. 

Taking some questionable deductions on your income tax return.          
Having an affair with a married man/woman.                                         
Passing off somebody else’s work as your own.         
Revealing a friend’s secret to someone else.         
Leaving your young children alone at home while running an errand.                  
Not returning a wallet you found that contains $200.  
","Calculating the average likelihood of engaging in these different activities. Based on the raw ratings of the following scale:

1 Extremely unlikely
2 Moderately unlikely
3 Somewhat  unlikely
4 Not Sure
5 Somewhat likely
6 Moderately likely
7 Extremely likely","dospert_rt_survey.ethical
",DOSPERT30_ETH,"https://github.com/IanEisenberg/Self_Regulation_Ontology/blob/master/Data/Complete_02-16-2019/Individual_Measures/dospert_rt_survey.csv.gzhttps://github.com/IanEisenberg/Self_Regulation_Ontology/blob/master/Data/Retest_02-16-2019/Individual_Measures/dospert_rt_survey.csv.gz



dospert_rt_survey.csv:from dospert_rt_survey_2_options to dospert_rt_survey_31_options","From the DOSPERT-30 scale
Blais, A.-R., & Weber, E. U. (2006) A Domain-Specific Risk-Taking (DOSPERT) scale for adult populations. Judgment and Decision Making, 1, 33-47.

data from: https://github.com/IanEisenberg/Self_Regulation_Ontology/blob/master/Data/Complete_02-16-2019/variables_exhaustive.csv
https://github.com/IanEisenberg/Self_Regulation_Ontology/blob/master/Data/Retest_02-16-2019/variables_exhaustive.csv",N,NA,NA,NA
ENKAVI,Propensity,Domain_specific,Gen.Health,Composite,NA,NA,"For each of the following statements, please indicate the likelihood that you would engage in the described activity or behavior if you were to find yourself in that situation. 

Drinking heavily at a social function.         
Engaging in unprotected sex.         
Driving a car without wearing a seat belt.          
Riding a motorcycle without a helmet.          
Sunbathing without sunscreen. 
Walking home alone at night in an unsafe area of town.  
","Calculating the average likelihood of engaging in these different activities. Based on the raw ratings of the following scale:

1 Extremely unlikely
2 Moderately unlikely
3 Somewhat  unlikely
4 Not Sure
5 Somewhat likely
6 Moderately likely
7 Extremely likely","dospert_rt_survey.health_safety
",DOSPERT30_HEA,"https://github.com/IanEisenberg/Self_Regulation_Ontology/blob/master/Data/Complete_02-16-2019/Individual_Measures/dospert_rt_survey.csv.gzhttps://github.com/IanEisenberg/Self_Regulation_Ontology/blob/master/Data/Retest_02-16-2019/Individual_Measures/dospert_rt_survey.csv.gz



dospert_rt_survey.csv:from dospert_rt_survey_2_options to dospert_rt_survey_31_options","From the DOSPERT-30 scale
Blais, A.-R., & Weber, E. U. (2006) A Domain-Specific Risk-Taking (DOSPERT) scale for adult populations. Judgment and Decision Making, 1, 33-47.

data from: https://github.com/IanEisenberg/Self_Regulation_Ontology/blob/master/Data/Complete_02-16-2019/variables_exhaustive.csv
https://github.com/IanEisenberg/Self_Regulation_Ontology/blob/master/Data/Retest_02-16-2019/variables_exhaustive.csv",N,NA,NA,NA
